2016-08-25 14:26:03.158749 nmap START
2016-08-25 14:26:05.887539 nmap END
2016-08-25 14:26:16.048800 reconnaissance 192.168.10.222 START
2016-08-25 14:26:20.219529 reconnaissance 192.168.10.222 END
2016-08-29 04:52:25.649355 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 05:18:16.747548 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 05:18:46.113127 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 05:36:33.173702 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 05:36:45.217077 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 05:57:14.254749 slave_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 05:58:20.557676 slave_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 06:21:26.669577 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 06:21:54.980922 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 06:33:08.063552 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 06:33:39.271561 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 06:48:26.387666 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-29 06:49:17.832819 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-29 07:14:39.025521 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 07:15:09.825596 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 07:43:15.923623 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-29 07:44:16.294600 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-29 07:54:33.331554 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-29 07:55:15.849818 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-29 08:24:52.947560 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 08:25:22.393922 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 08:36:31.520020 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 08:37:39.083187 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 09:03:08.205105 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 09:03:38.398888 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 09:14:39.508923 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 09:14:59.759373 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 09:35:49.838791 master_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 09:36:57.454914 master_masquerading 192.168.10.222 192.168.10.221 END
2016-08-29 10:02:07.530229 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 START
2016-08-29 10:02:44.083539 slave_masquerading_ObjectSpoofBinary 192.168.10.222 192.168.10.221 END
2016-08-29 10:17:23.165165 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 START
2016-08-29 10:17:49.094532 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.222 192.168.10.221 END
2016-08-29 10:44:06.202376 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-29 10:45:08.231552 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-29 11:05:58.246351 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 START
2016-08-29 11:06:24.615234 slave_masquerading_ObjectSpoofBinaryFuzz 192.168.10.222 192.168.10.221 END
2016-08-29 11:31:36.723587 slave_masquerading_flooding 192.168.10.222 192.168.10.221 START
2016-08-29 11:32:06.635567 slave_masquerading_flooding 192.168.10.222 192.168.10.221 END
2016-08-29 12:01:59.733403 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 START
2016-08-29 12:03:02.445249 slave_masquerading_ObjectSpoofCounter 192.168.10.222 192.168.10.221 END
2016-08-29 12:19:04.585706 master_hijacking_masquerading 192.168.10.222 192.168.10.221 START
2016-08-29 12:21:38.564717 master_hijacking_masquerading 192.168.10.222 192.168.10.221 END
