2016-10-04 18:00:34.321650 nmap START
2016-10-04 18:00:36.718534 nmap END
2016-10-04 18:00:46.737130 reconnaissance 192.168.10.222 START
2016-10-04 18:00:50.798518 reconnaissance 192.168.10.222 END
2016-10-08 13:42:07.390813 master_replay_flooding 192.168.10.221 192.168.10.222 START
2016-10-08 13:44:20.485316 master_replay_flooding 192.168.10.221 192.168.10.222 END
2016-10-08 14:10:34.546143 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-10-08 14:10:58.797982 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-10-08 14:30:19.879594 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-10-08 14:30:50.683910 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-10-08 14:49:36.771173 injection_replay 192.168.10.221 192.168.10.222 START
2016-10-08 14:49:41.052945 injection_replay 192.168.10.221 192.168.10.222 END
2016-10-08 15:03:17.153239 injection_push 192.168.10.221 192.168.10.222 START
2016-10-08 15:03:35.521017 injection_push 192.168.10.221 192.168.10.222 END
2016-10-08 15:22:09.616794 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.221 192.168.10.222 START
2016-10-08 15:22:58.516225 slave_masquerading_ObjectSpoofCounterFuzz 192.168.10.221 192.168.10.222 END
2016-10-08 15:38:42.612524 master_hijacking_replay 192.168.10.221 192.168.10.222 START
2016-10-08 15:40:00.440755 master_hijacking_replay 192.168.10.221 192.168.10.222 END
2016-10-08 16:06:27.533693 slave_masquerading_ObjectSpoofCounter 192.168.10.221 192.168.10.222 START
2016-10-08 16:07:12.851083 slave_masquerading_ObjectSpoofCounter 192.168.10.221 192.168.10.222 END
