2016-09-22 18:13:44.774769 nmap START
2016-09-22 18:13:47.281523 nmap END
2016-09-22 18:13:57.295545 reconnaissance 192.168.10.222 START
2016-09-22 18:14:01.409965 reconnaissance 192.168.10.222 END
2016-09-26 09:24:52.505275 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-26 09:25:51.362270 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-26 09:52:57.449216 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-26 09:53:53.446265 MITM_modification_BinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-26 10:20:44.524786 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-26 10:21:34.322873 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-26 10:49:24.336022 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-26 10:50:07.977571 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-26 11:16:21.036286 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 START
2016-09-26 11:16:54.275351 MITM_modification_CounterStatus 192.168.10.221 192.168.10.222 END
2016-09-26 11:29:09.373328 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-26 11:29:59.350647 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-26 11:45:10.352528 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 11:45:46.224815 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 12:08:46.229155 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 12:09:13.853554 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 12:36:53.899444 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-26 12:37:30.585773 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-26 12:56:27.686038 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-26 12:57:16.890545 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-26 13:24:28.975085 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-26 13:25:16.854659 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-26 13:52:56.954161 MITM_hijack_injection 192.168.10.221 192.168.10.222 START
2016-09-26 13:54:04.544705 MITM_hijack_injection 192.168.10.221 192.168.10.222 END
2016-09-26 14:19:34.640696 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 START
2016-09-26 14:20:22.190527 MITM_modification_BinaryInputPointDelete 192.168.10.221 192.168.10.222 END
2016-09-26 14:42:29.289414 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 14:43:18.486626 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
2016-09-26 15:05:17.584637 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 15:05:55.715406 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 15:29:43.716374 MITM_forwarding 192.168.10.221 192.168.10.222 START
2016-09-26 15:30:33.061375 MITM_forwarding 192.168.10.221 192.168.10.222 END
2016-09-26 15:50:06.161706 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 START
2016-09-26 15:50:53.854673 MITM_modification_CountBinaryInputPointInsert 192.168.10.221 192.168.10.222 END
2016-09-26 16:08:18.945213 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 START
2016-09-26 16:08:53.463642 MITM_modification_ImmedFreezeNR 192.168.10.221 192.168.10.222 END
2016-09-26 16:18:58.563951 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 START
2016-09-26 16:19:52.933798 MITM_modification_BinaryStatus 192.168.10.221 192.168.10.222 END
